Gene,chr,start,end
Gene_237,chr01,1198669,1199714
Gene_238,chr01,1200287,1201470
Gene_239,chr01,1202877,1204192
Gene_240,chr01,1206172,1207933
Gene_241,chr01,1208646,1210385
Gene_242,chr01,1213830,1214286
Gene_243,chr01,1214666,1215813
Gene_244,chr01,1217590,1218267
Gene_245,chr01,1218727,1220026
Gene_246,chr01,1220802,1222705
Gene_247,chr01,1223205,1224362
Gene_248,chr01,1225321,1226186
Gene_249,chr01,1226524,1227513
Gene_250,chr01,1227844,1229517
Gene_251,chr01,1230936,1233195
Gene_252,chr01,1234298,1238049
Gene_253,chr01,1239514,1241701
Gene_254,chr01,1242678,1244328
Gene_255,chr01,1245553,1247253
Gene_256,chr01,1247425,1249154
Gene_257,chr01,1249302,1251886
Gene_258,chr01,1252070,1256924
Gene_259,chr01,1258007,1258855
Gene_260,chr01,1260856,1263964
Gene_261,chr01,1264469,1268636
Gene_262,chr01,1318027,1319151
Gene_263,chr01,1322359,1323011
Gene_264,chr01,1325022,1326822
Gene_265,chr01,1332721,1334852
Gene_266,chr01,1335761,1337458
Gene_267,chr01,1338275,1340852
Gene_268,chr01,1342092,1344789
Gene_269,chr01,1345415,1346517
Gene_270,chr01,1346923,1348352
Gene_271,chr01,1352915,1353600
Gene_272,chr01,1355552,1355994
Gene_273,chr01,1356448,1361354
Gene_274,chr01,1363683,1365589
Gene_275,chr01,1400783,1402297
Gene_276,chr01,1402836,1406961
Gene_277,chr01,1407604,1408503
Gene_278,chr01,1409754,1412599
Gene_279,chr01,1414897,1417522
Gene_280,chr01,1418289,1418600
Gene_281,chr01,1418795,1422225
Gene_282,chr01,1422726,1426319
Gene_283,chr01,1427442,1429049
Gene_284,chr01,1429664,1432546
Gene_285,chr01,1432662,1434184
Gene_286,chr01,1434471,1436395
Gene_287,chr01,1438947,1441557
Gene_288,chr01,1444097,1447108
Gene_289,chr01,1448137,1449552
Gene_290,chr01,1451416,1452521
Gene_291,chr01,1452789,1456616
Gene_292,chr01,1457900,1458852
Gene_293,chr01,1459718,1460784
Gene_294,chr01,1462194,1463557
Gene_295,chr01,1464646,1467160
Gene_296,chr01,1467721,1469724
Gene_297,chr01,1470423,1473090
Gene_298,chr01,1473994,1476366
Gene_299,chr01,1476942,1479307
Gene_300,chr01,1479864,1481467
Gene_301,chr01,1482179,1490667
Gene_302,chr01,1491111,1491458
Gene_303,chr01,1491943,1494456
Gene_304,chr01,1495387,1497248
Gene_305,chr01,1497603,1498487
Gene_306,chr01,1500022,1500555
Gene_307,chr01,1501550,1503513
Gene_308,chr01,1504363,1504938
Gene_309,chr01,1506388,1510201
Gene_310,chr01,1510564,1512563
Gene_311,chr01,1513378,1516586
Gene_312,chr01,1517027,1518556
Gene_313,chr01,1520638,1523236
Gene_314,chr01,1523930,1525269
Gene_315,chr01,1525661,1527795
Gene_316,chr01,1529157,1529719
Gene_317,chr01,1532349,1535273
Gene_318,chr01,1535577,1537615
Gene_319,chr01,1538628,1538992
Gene_320,chr01,1539499,1542405
Gene_321,chr01,1543025,1544000
Gene_322,chr01,1544563,1545813
Gene_323,chr01,1546108,1547942
Gene_324,chr01,1550341,1552577
Gene_325,chr01,1554252,1556596
Gene_326,chr01,1557125,1559102
Gene_327,chr01,1559420,1559791
Gene_328,chr01,1560041,1560859
Gene_329,chr01,1561069,1561140
Gene_330,chr01,1561507,1562709
Gene_331,chr01,1566260,1566919
Gene_332,chr01,1567822,1569766
Gene_333,chr01,1575262,1577893
Gene_334,chr01,1580816,1583098
Gene_335,chr01,1583492,1583576
Gene_336,chr01,1584608,1586730
Gene_337,chr01,1587782,1589050
Gene_338,chr01,1592369,1594234
Gene_339,chr01,1595119,1597361
Gene_340,chr01,1597925,1599241
Gene_341,chr01,1599466,1602797
Gene_342,chr01,1602918,1604096
Gene_343,chr01,1604945,1606350
Gene_344,chr01,1607680,1609439
Gene_345,chr01,1617329,1618286
Gene_346,chr01,1631924,1633687
Gene_347,chr01,1634966,1636483
Gene_348,chr01,1637921,1639025
Gene_349,chr01,1686112,1687888
Gene_350,chr01,1774656,1774728
Gene_351,chr01,1809989,1811861
Gene_352,chr01,1818698,1819574
Gene_353,chr01,1820274,1821488
Gene_354,chr01,1823354,1824379
Gene_355,chr01,1825256,1826556
Gene_356,chr01,1827755,1828322
Gene_357,chr01,1829388,1830261
Gene_358,chr01,1830440,1834535
Gene_359,chr01,1834593,1838672
Gene_360,chr01,1841094,1844503
Gene_361,chr01,1844949,1848880
Gene_362,chr01,1849949,1851551
Gene_363,chr01,1851821,1853963
Gene_364,chr01,1854674,1858639
Gene_365,chr01,1859600,1861450
Gene_366,chr01,1863131,1864225
Gene_367,chr01,1891111,1892557
Gene_368,chr01,1893035,1895281
Gene_369,chr01,1897765,1899622
Gene_370,chr01,1901223,1902396
Gene_371,chr01,1905527,1910312
Gene_372,chr01,1911500,1914503
Gene_373,chr01,1917400,1919112
Gene_374,chr01,1919803,1921677
Gene_375,chr01,1922778,1923431
Gene_376,chr01,1923771,1924986
Gene_377,chr01,1925511,1926833
Gene_378,chr01,1928250,1932730
Gene_379,chr01,1938256,1940381
Gene_380,chr01,1941460,1941936
Gene_381,chr01,1943689,1946759
Gene_382,chr01,1949790,1951156
Gene_383,chr01,1954939,1955900
Gene_384,chr01,1956378,1957507
Gene_385,chr01,1957925,1958593
Gene_386,chr01,1959306,1961312
Gene_387,chr01,1961819,1963112
Gene_388,chr01,1964853,1966427
Gene_389,chr01,1966638,1968561
Gene_390,chr01,1969210,1972829
Gene_391,chr01,1973155,1973955
Gene_392,chr01,1981375,1981840
Gene_393,chr01,1989641,1991425
Gene_394,chr01,1992360,1992971
Gene_395,chr01,1993666,1998732
Gene_396,chr01,1999873,2003183
Gene_397,chr01,2003271,2004313
Gene_398,chr01,2004896,2006589
Gene_399,chr01,2007367,2008700
Gene_400,chr01,2010124,2012730
Gene_401,chr01,2013772,2015857
Gene_402,chr01,2056931,2059537
Gene_403,chr01,2059764,2060457
Gene_404,chr01,2061027,2062000
Gene_405,chr01,2063185,2064762
Gene_406,chr01,2065273,2067198
Gene_407,chr01,2067588,2069216
Gene_408,chr01,2070081,2071431
Gene_409,chr01,2072069,2073635
Gene_410,chr01,2074617,2076032
Gene_411,chr01,2076863,2077391
Gene_412,chr01,2078528,2079034
Gene_413,chr01,2079506,2080075
Gene_414,chr01,2081045,2082502
Gene_415,chr01,2083786,2085025
Gene_416,chr01,2085341,2086508
Gene_417,chr01,2086942,2089971
Gene_418,chr01,2090478,2091398
Gene_419,chr01,2092272,2093129
Gene_420,chr01,2095554,2098795
Gene_421,chr01,2099108,2100959
Gene_422,chr01,2101438,2102983
Gene_423,chr01,2103613,2105301
Gene_424,chr01,2105611,2106882
Gene_425,chr01,2107427,2109361
Gene_426,chr01,2109979,2111021
Gene_427,chr01,2112570,2116501
Gene_428,chr01,2117980,2118436
Gene_429,chr01,2118603,2119367
Gene_430,chr01,2120010,2121967
Gene_431,chr01,2122491,2123285
Gene_432,chr01,2124041,2124819
Gene_433,chr01,2125892,2127856
Gene_434,chr01,2130576,2136505
Gene_435,chr01,2137112,2139023
Gene_436,chr01,2152523,2154002
Gene_437,chr01,2154816,2156348
Gene_438,chr01,2157076,2158712
Gene_439,chr01,2159668,2163350
Gene_440,chr01,2164969,2168148
Gene_441,chr01,2169117,2173720
Gene_442,chr01,2174348,2178290
Gene_443,chr01,2178532,2179603
Gene_444,chr01,2181305,2184151
Gene_445,chr01,2185537,2187301
Gene_446,chr01,2188350,2190260
Gene_447,chr01,2191394,2192237
Gene_448,chr01,2192867,2193557
Gene_449,chr01,2194370,2194873
Gene_450,chr01,2195618,2196241
Gene_451,chr01,2199794,2201502
Gene_452,chr01,2201545,2202636
Gene_453,chr01,2203091,2204930
Gene_454,chr01,2205873,2206907
Gene_455,chr01,2207571,2208389
Gene_456,chr01,2209107,2210832
Gene_457,chr01,2211129,2213479
Gene_458,chr01,2214421,2216381
Gene_459,chr01,2219386,2220557
Gene_460,chr01,2221038,2221673
Gene_461,chr01,2222218,2224386
Gene_462,chr01,2224630,2231962
Gene_463,chr01,2232576,2234572
Gene_464,chr01,2236523,2238416
Gene_465,chr01,2239430,2241965
Gene_466,chr01,2266154,2267711
Gene_467,chr01,2275304,2276872
Gene_468,chr01,2278118,2279014
Gene_469,chr01,2279435,2280347
Gene_470,chr01,2281771,2285496
Gene_471,chr01,2287444,2290960
Gene_472,chr01,2296854,2298026
Gene_473,chr01,2298347,2298890
Gene_474,chr01,2299181,2303029
Gene_475,chr01,2304385,2304996
Gene_476,chr01,2306782,2307114
Gene_477,chr01,2313509,2314888
Gene_478,chr01,2315844,2317295
Gene_479,chr01,2317389,2318145
Gene_480,chr01,2318925,2319695
Gene_481,chr01,2321227,2322013
Gene_482,chr01,2322502,2323962
Gene_483,chr01,2324845,2325387
Gene_484,chr01,2327201,2328888
Gene_485,chr01,2330625,2333159
Gene_486,chr01,2335187,2337484
Gene_487,chr01,2340480,2341967
Gene_488,chr01,2345046,2346003
Gene_489,chr01,2347875,2349668
Gene_490,chr01,2351003,2352062
Gene_491,chr01,2354271,2355510
Gene_492,chr01,2356774,2360274
Gene_493,chr01,2361412,2365239
Gene_494,chr01,2367555,2369422
Gene_495,chr01,2371636,2372554
Gene_496,chr01,2373141,2374449
Gene_497,chr01,2376175,2376718
Gene_498,chr01,2378752,2381216
Gene_499,chr01,2389435,2391340
Gene_500,chr01,2393119,2393715
Gene_501,chr01,2394102,2395117
Gene_502,chr01,2395716,2396794
Gene_503,chr01,2396977,2399913
Gene_504,chr01,2405654,2407807
Gene_505,chr01,2408758,2410537
Gene_506,chr01,2411153,2412309
Gene_507,chr01,2412671,2415987
Gene_508,chr01,2416297,2417417
Gene_509,chr01,2418661,2419291
Gene_510,chr01,2420943,2423153
Gene_511,chr01,2423934,2426102
Gene_512,chr01,2429574,2431031
Gene_513,chr01,2431788,2433304
Gene_514,chr01,2434254,2436071
Gene_515,chr01,2437151,2439042
Gene_516,chr01,2439549,2440614
Gene_517,chr01,2441621,2444855
Gene_518,chr01,2445652,2446434
Gene_519,chr01,2447053,2448156
Gene_520,chr01,2449015,2450963
Gene_521,chr01,2451462,2453274
Gene_522,chr01,2454084,2455835
Gene_523,chr01,2456182,2456817
Gene_524,chr01,2460615,2464515
Gene_525,chr01,2465774,2468862
Gene_526,chr01,2472122,2475512
Gene_527,chr01,2476049,2478159
Gene_528,chr01,2478688,2480749
Gene_529,chr01,2483305,2486087
Gene_530,chr01,2486700,2490197
Gene_531,chr01,2490876,2491300
Gene_532,chr01,2498548,2500732
Gene_533,chr01,2502211,2503373
Gene_534,chr01,2509318,2512098
Gene_535,chr01,2513334,2516396
Gene_536,chr01,2516654,2518593
Gene_537,chr01,2519284,2521896
Gene_538,chr01,2522014,2525539
Gene_539,chr01,2525863,2527175
Gene_540,chr01,2528773,2529105
Gene_541,chr01,2529913,2531220
Gene_542,chr01,2531797,2532781
Gene_543,chr01,2541671,2542069
Gene_544,chr01,2543060,2544843
Gene_545,chr01,2545173,2546950
Gene_546,chr01,2547629,2549031
Gene_547,chr01,2551618,2553332
Gene_548,chr01,2554324,2556031
Gene_549,chr01,2557724,2560270
Gene_550,chr01,2561331,2562234
Gene_551,chr01,2565504,2568868
Gene_552,chr01,2570643,2571952
Gene_553,chr01,2573712,2575511
Gene_554,chr01,2576953,2578842
Gene_555,chr01,2586161,2587506
Gene_556,chr01,2588299,2591271
Gene_557,chr01,2592115,2592849
Gene_558,chr01,2593819,2594226
Gene_559,chr01,2595318,2598949
Gene_560,chr01,2601761,2603219
Gene_561,chr01,2604723,2605789
Gene_562,chr01,2607750,2609598
Gene_563,chr01,2612310,2613791
Gene_564,chr01,2614522,2616382
Gene_565,chr01,2616833,2620499
Gene_566,chr01,2621000,2623315
Gene_567,chr01,2624451,2625740
Gene_568,chr01,2627190,2629573
Gene_569,chr01,2635124,2639027
Gene_570,chr01,2640143,2642057
Gene_571,chr01,2642514,2644742
Gene_572,chr01,2645264,2648060
Gene_573,chr01,2648947,2650196
Gene_574,chr01,2650618,2655264
Gene_575,chr01,2655438,2657035
Gene_576,chr01,2658360,2658875
Gene_577,chr01,2660058,2661676
Gene_578,chr01,2662322,2663419
Gene_579,chr01,2663931,2664540
Gene_580,chr01,2664630,2665659
Gene_581,chr01,2666015,2668018
Gene_582,chr01,2725605,2726725
Gene_583,chr01,2728001,2729131
Gene_584,chr01,2729548,2731091
Gene_585,chr01,2731813,2734069
Gene_586,chr01,2734394,2735514
Gene_587,chr01,2736033,2737100
Gene_588,chr01,2739559,2740328
Gene_589,chr01,2744246,2746237
Gene_590,chr01,2748614,2751496
Gene_591,chr01,2751833,2752903
Gene_592,chr01,2753801,2756267
Gene_593,chr01,2756901,2757344
Gene_594,chr01,2757526,2759923
Gene_595,chr01,2761124,2762634
Gene_596,chr01,2763049,2764793
Gene_597,chr01,2765275,2765999
Gene_598,chr01,2767202,2771358
Gene_599,chr01,2774361,2776921
Gene_600,chr01,2777920,2779404
Gene_601,chr01,2780119,2780915
Gene_602,chr01,2781322,2782065
Gene_603,chr01,2782593,2783518
Gene_604,chr01,2784038,2785462
Gene_605,chr01,2786289,2787938
Gene_606,chr01,2788204,2788300
Gene_607,chr01,2789012,2790874
Gene_608,chr01,2796370,2797401
Gene_609,chr01,2799119,2803249
Gene_610,chr01,2803323,2804483
Gene_611,chr01,2810823,2811818
Gene_612,chr01,2812494,2812577
Gene_613,chr01,2813211,2814227
Gene_614,chr01,2814423,2817759
Gene_615,chr01,2818594,2820636
Gene_616,chr01,2821114,2823159
Gene_617,chr01,2823343,2824311
Gene_618,chr01,2825171,2827816
Gene_619,chr01,2828813,2829634
Gene_620,chr01,2839222,2839542
Gene_621,chr01,2843594,2843691
Gene_622,chr01,2844354,2846079
Gene_623,chr01,2846876,2848566
Gene_624,chr01,2850199,2851098
Gene_625,chr01,2852184,2855818
Gene_626,chr01,2856450,2858559
Gene_627,chr01,2860002,2860517
Gene_628,chr01,2870500,2871339
Gene_629,chr01,2877436,2881929
Gene_630,chr01,2882917,2884259
Gene_631,chr01,2885413,2888357
Gene_632,chr01,2892576,2895341
Gene_633,chr01,2896324,2897419
Gene_634,chr01,2899459,2905071
Gene_635,chr01,2915060,2915964
Gene_636,chr01,2919231,2920406
Gene_637,chr01,2925554,2927374
Gene_638,chr01,2929335,2930426
Gene_639,chr01,2930622,2931548
Gene_640,chr01,2931773,2933537
Gene_641,chr01,2936009,2938672
Gene_642,chr01,2945612,2948563
Gene_643,chr01,2949413,2949954
Gene_644,chr01,2950454,2951902
Gene_645,chr01,2952232,2953232
Gene_646,chr01,2954256,2956250
Gene_647,chr01,2957953,2960121
Gene_648,chr01,2961403,2961903
Gene_649,chr01,2963212,2963562
Gene_650,chr01,2964629,2966961
Gene_651,chr01,2967609,2969237
Gene_652,chr01,2970008,2972143
Gene_653,chr01,2981519,2982812
Gene_654,chr01,2983463,2985110
Gene_655,chr01,2987552,2988394
Gene_656,chr01,2989396,2994011
Gene_657,chr01,2994449,2995528
Gene_658,chr01,2996870,2999018
Gene_659,chr01,3001292,3003205
Gene_660,chr01,3003963,3006694
Gene_661,chr01,3008861,3009355
Gene_662,chr01,3009655,3011505
Gene_663,chr01,3012188,3014962
Gene_664,chr01,3015786,3016322
Gene_665,chr01,3018077,3019684
Gene_666,chr01,3020137,3020571
Gene_667,chr01,3021080,3022402
Gene_668,chr01,3022985,3024325
Gene_669,chr01,3060213,3061985
Gene_670,chr01,3065584,3066170
Gene_671,chr01,3066402,3067875
Gene_672,chr01,3069261,3071239
Gene_673,chr01,3074483,3080302
Gene_674,chr01,3112968,3114202
Gene_675,chr01,3114418,3115146
Gene_676,chr01,3116466,3121063
Gene_677,chr01,3123209,3124543
Gene_678,chr01,3125268,3125887
Gene_679,chr01,3126296,3127842
Gene_680,chr01,3128460,3129404
Gene_681,chr01,3130023,3131316
Gene_682,chr01,3131971,3133753
Gene_683,chr01,3134287,3135592
Gene_684,chr01,3136795,3138981
Gene_685,chr01,3141854,3144343
Gene_686,chr01,3144647,3145348
Gene_687,chr01,3147711,3150665
Gene_688,chr01,3151421,3154641
Gene_689,chr01,3155459,3156799
Gene_690,chr01,3157643,3159448
Gene_691,chr01,3161867,3162574
Gene_692,chr01,3162967,3164259
Gene_693,chr01,3165816,3167348
Gene_694,chr01,3167767,3169208
Gene_695,chr01,3169746,3170321
Gene_696,chr01,3170878,3171737
Gene_697,chr01,3172659,3173568
Gene_698,chr01,3173848,3175538
Gene_699,chr01,3176178,3177340
Gene_700,chr01,3177638,3178529
Gene_701,chr01,3178812,3180442
Gene_702,chr01,3181513,3182658
Gene_703,chr01,3184510,3185862
Gene_704,chr01,3188191,3189564
Gene_705,chr01,3189995,3191142
Gene_706,chr01,3192032,3194482
Gene_707,chr01,3195990,3197911
Gene_708,chr01,3198973,3200180
Gene_709,chr01,3201632,3202739
Gene_710,chr01,3203561,3204001
Gene_711,chr01,3204507,3205277
Gene_712,chr01,3205789,3208797
Gene_713,chr01,3211023,3213115
Gene_714,chr01,3213193,3214933
Gene_715,chr01,3215266,3217125
Gene_716,chr01,3223968,3226348
Gene_717,chr01,3228107,3230174
Gene_718,chr01,3230889,3232002
Gene_719,chr01,3232650,3233180
Gene_720,chr01,3233900,3234005
Gene_721,chr01,3234407,3235201
Gene_722,chr01,3238252,3239073
Gene_723,chr01,3239825,3241017
Gene_724,chr01,3241215,3242501
Gene_725,chr01,3243152,3245654
Gene_726,chr01,3245908,3245997
Gene_727,chr01,3246510,3250146
Gene_728,chr01,3251887,3253619
Gene_729,chr01,3254158,3254733
Gene_730,chr01,3255351,3256768
Gene_731,chr01,3257519,3259291
Gene_732,chr01,3259847,3261973
Gene_733,chr01,3264448,3267038
Gene_734,chr01,3267687,3268494
Gene_735,chr01,3268967,3269307
Gene_736,chr01,3269595,3270689
Gene_737,chr01,3271137,3272665
Gene_738,chr01,3320164,3321633
Gene_739,chr01,3446331,3447557
Gene_740,chr01,3448954,3452397
Gene_741,chr01,3452765,3454123
Gene_742,chr01,3481321,3482799
Gene_743,chr01,3484024,3485579
Gene_744,chr01,3487053,3487752
Gene_745,chr01,3488803,3489716
Gene_746,chr01,3490324,3491644
Gene_747,chr01,3492436,3493710
Gene_748,chr01,3494425,3497366
Gene_749,chr01,3498336,3499673
Gene_750,chr01,3506613,3507603
Gene_751,chr01,3509288,3511573
Gene_752,chr01,3512422,3513778
Gene_753,chr01,3514287,3516342
Gene_754,chr01,3517687,3519347
Gene_755,chr01,3525108,3526173
Gene_756,chr01,3527454,3530056
Gene_757,chr01,3530733,3531743
Gene_758,chr01,3532619,3533401
Gene_759,chr01,3533480,3534379
Gene_760,chr01,3535404,3535910
Gene_761,chr01,3536506,3537413
Gene_762,chr01,3538020,3538835
Gene_763,chr01,3539528,3540790
Gene_764,chr01,3541685,3542277
Gene_765,chr01,3542861,3544527
Gene_766,chr01,3545327,3546614
Gene_767,chr01,3547155,3549937
Gene_768,chr01,3550286,3551583
Gene_769,chr01,3552411,3555681
Gene_770,chr01,3556205,3556759
Gene_771,chr01,3557515,3559056
Gene_772,chr01,3559725,3561382
Gene_773,chr01,3562671,3564032
Gene_774,chr01,3568163,3569737
Gene_775,chr01,3570633,3572084
Gene_776,chr01,3572970,3574555
Gene_777,chr01,3576025,3577255
Gene_778,chr01,3577701,3578916
Gene_779,chr01,3580994,3583086
Gene_780,chr01,3583431,3584680
Gene_781,chr01,3585490,3586001
Gene_782,chr01,3587459,3588912
Gene_783,chr01,3591385,3595287
Gene_784,chr01,3604642,3606406
Gene_785,chr01,3607155,3608360
Gene_786,chr01,3608956,3610426
Gene_787,chr01,3610937,3612886
Gene_788,chr01,3615840,3618125
Gene_789,chr01,3619976,3622510
Gene_790,chr01,3622972,3624662
Gene_791,chr01,3624737,3626372
Gene_792,chr01,3626694,3628575
Gene_793,chr01,3629240,3631096
Gene_794,chr01,3631486,3639048
Gene_795,chr01,3639726,3640526
Gene_796,chr01,3641152,3642563
Gene_797,chr01,3644139,3645106
